ordernumber,orderdate,quantityordered,priceeach,sales,country,customername,productline,dealsize,status,producto_id,cliente_id,continente,subregion,capital
10348,2004-11-01,29,100.0,7110.8,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Large,Shipped,52,7,Europe,Southern Europe,Madrid
10358,2004-12-10,30,100.0,5302.8,Spain,Euro Shopping Channel,Vintage Cars,Medium,Shipped,52,93,Europe,Southern Europe,Madrid
10370,2005-01-20,20,100.0,2730.0,Australia,"Anna's Decorations, Ltd",Vintage Cars,Small,Shipped,52,8,Oceania,Australia and New Zealand,Canberra
10382,2005-02-17,39,100.0,7827.3,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Large,Shipped,52,65,Americas,North America,"Washington, D.C."
10411,2005-05-01,35,59.87,2095.45,Canada,Quebec Home Shopping Network,Vintage Cars,Small,Shipped,52,57,Americas,North America,Ottawa
10424,2005-05-31,26,59.87,1556.62,Spain,Euro Shopping Channel,Vintage Cars,Small,In Process,52,67,Europe,Southern Europe,Madrid
10108,2003-03-03,44,100.0,5565.12,Philippines,Cruz & Sons Co.,Classic Cars,Medium,Shipped,53,88,Asia,South-Eastern Asia,Manila
10122,2003-05-08,28,100.0,3583.16,France,Marseille Mini Autos,Classic Cars,Medium,Shipped,53,87,Europe,Western Europe,Paris
10135,2003-07-02,31,100.0,4705.18,United States,Mini Gifts Distributors Ltd.,Classic Cars,Medium,Shipped,53,59,Americas,North America,"Washington, D.C."
10146,2003-09-03,29,100.0,4444.54,United States,Gift Ideas Corp.,Classic Cars,Medium,Shipped,53,72,Americas,North America,"Washington, D.C."
10159,2003-10-10,32,100.0,4618.88,United States,Corporate Gift Ideas Co.,Classic Cars,Medium,Shipped,53,54,Americas,North America,"Washington, D.C."
10169,2003-11-04,33,100.0,4910.4,Australia,"Anna's Decorations, Ltd",Classic Cars,Medium,Shipped,53,67,Oceania,Australia and New Zealand,Canberra
10180,2003-11-11,44,100.0,5565.12,France,Daedalus Designs Imports,Classic Cars,Medium,Shipped,53,51,Europe,Western Europe,Paris
10191,2003-11-20,32,100.0,4237.76,Germany,"Toms Spezialitten, Ltd",Classic Cars,Medium,Shipped,53,97,Europe,Western Europe,Berlin
10211,2004-01-15,41,100.0,5673.58,France,Auto Canal Petit,Classic Cars,Medium,Shipped,53,92,Europe,Western Europe,Paris
10225,2004-02-22,35,100.0,5260.15,Switzerland,"Vida Sport, Ltd",Classic Cars,Medium,Shipped,53,8,Europe,Western Europe,Bern
10238,2004-04-09,44,100.0,6350.96,Denmark,Danish Wholesale Imports,Classic Cars,Medium,Shipped,53,34,Europe,Northern Europe,Copenhagen
10252,2004-05-26,26,100.0,3559.4,France,Auto Canal Petit,Classic Cars,Medium,Shipped,53,35,Europe,Western Europe,Paris
10264,2004-06-30,20,100.0,2410.6,United States,Gifts4AllAges.com,Classic Cars,Small,Shipped,53,96,Americas,North America,"Washington, D.C."
10276,2004-08-02,48,100.0,5713.92,United States,Online Mini Collectables,Classic Cars,Medium,Shipped,53,88,Americas,North America,"Washington, D.C."
10287,2004-08-30,34,100.0,4300.32,Switzerland,"Vida Sport, Ltd",Classic Cars,Medium,Shipped,53,78,Europe,Western Europe,Bern
10299,2004-09-30,49,100.0,7947.31,Finland,"Toys of Finland, Co.",Classic Cars,Large,Shipped,53,32,Europe,Northern Europe,Helsinki
10310,2004-10-16,40,100.0,5356.8,Germany,"Toms Spezialitten, Ltd",Classic Cars,Medium,Shipped,53,46,Europe,Western Europe,Berlin
10319,2004-11-03,45,100.0,7901.1,United States,Microscale Inc.,Classic Cars,Large,Shipped,53,16,Americas,North America,"Washington, D.C."
10330,2004-11-16,50,100.0,6101.0,Philippines,Cruz & Sons Co.,Classic Cars,Medium,Shipped,53,68,Asia,South-Eastern Asia,Manila
10342,2004-11-24,38,100.0,6276.46,Australia,"Australian Collectors, Co.",Classic Cars,Medium,Shipped,53,37,Oceania,Australia and New Zealand,Canberra
10355,2004-12-07,25,100.0,4203.5,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,53,54,Europe,Southern Europe,Madrid
10363,2005-01-06,28,58.18,1629.04,Finland,Suominen Souveniers,Classic Cars,Small,Shipped,53,85,Europe,Northern Europe,Helsinki
10378,2005-02-10,49,67.14,3289.86,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,53,14,Europe,Southern Europe,Madrid
10390,2005-03-04,49,100.0,6862.94,United States,Mini Gifts Distributors Ltd.,Classic Cars,Medium,Shipped,53,95,Americas,North America,"Washington, D.C."
10110,2003-03-18,42,61.29,2574.18,United Kingdom,"AV Stores, Co.",Classic Cars,Small,Shipped,54,55,Europe,Northern Europe,London
10124,2003-05-21,23,57.73,1327.79,United States,Signal Gift Stores,Classic Cars,Small,Shipped,54,48,Americas,North America,"Washington, D.C."
10148,2003-09-11,29,81.25,2356.25,Australia,"Anna's Decorations, Ltd",Classic Cars,Small,Shipped,54,82,Oceania,Australia and New Zealand,Canberra
10161,2003-10-17,25,80.54,2013.5,Denmark,Heintze Collectables,Classic Cars,Small,Shipped,54,7,Europe,Northern Europe,Copenhagen
10173,2003-11-05,39,71.98,2807.22,Italy,Rovelli Gifts,Classic Cars,Small,Shipped,54,74,Europe,Southern Europe,Rome
10182,2003-11-12,44,69.84,3072.96,United States,Mini Gifts Distributors Ltd.,Classic Cars,Medium,Shipped,54,7,Americas,North America,"Washington, D.C."
10193,2003-11-21,25,76.26,1906.5,Australia,"Australian Collectables, Ltd",Classic Cars,Small,Shipped,54,33,Oceania,Australia and New Zealand,Canberra
10204,2003-12-02,45,76.26,3431.7,United States,Muscle Machine Inc,Classic Cars,Medium,Shipped,54,23,Americas,North America,"Washington, D.C."
10213,2004-01-22,25,83.39,2084.75,United Kingdom,"Double Decker Gift Stores, Ltd",Classic Cars,Small,Shipped,54,85,Europe,Northern Europe,London
10227,2004-03-02,37,57.73,2136.01,France,"Saveley & Henriot, Co.",Classic Cars,Small,Shipped,54,19,Europe,Western Europe,Paris
10241,2004-04-13,30,66.99,2009.7,France,Mini Caravy,Classic Cars,Small,Shipped,54,19,Europe,Western Europe,Paris
10267,2004-07-07,36,75.55,2719.8,United States,Muscle Machine Inc,Classic Cars,Small,Shipped,54,36,Americas,North America,"Washington, D.C."
10279,2004-08-09,26,60.58,1575.08,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,54,29,Europe,Southern Europe,Madrid
10288,2004-09-01,23,73.41,1688.43,Singapore,Handji Gifts& Co,Classic Cars,Small,Shipped,54,60,Asia,South-Eastern Asia,Singapore
10302,2003-10-06,23,72.7,1672.1,United Kingdom,"UK Collectables, Ltd.",Classic Cars,Small,Shipped,54,82,Europe,Northern Europe,London
10311,2004-10-16,25,66.99,1674.75,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,54,2,Europe,Southern Europe,Madrid
10332,2004-11-17,21,100.0,3472.98,United Kingdom,"AV Stores, Co.",Classic Cars,Medium,Shipped,54,1,Europe,Northern Europe,London
10344,2004-11-25,26,63.43,1649.18,France,Marseille Mini Autos,Classic Cars,Small,Shipped,54,47,Europe,Western Europe,Paris
10367,2005-01-12,44,85.25,3751.0,United States,Toys4GrownUps.com,Classic Cars,Medium,Resolved,54,69,Americas,North America,"Washington, D.C."
10380,2005-02-16,24,100.0,4536.0,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,54,20,Europe,Southern Europe,Madrid
10407,2005-04-22,66,66.99,4421.34,United States,The Sharp Gifts Warehouse,Classic Cars,Medium,On Hold,54,11,Americas,North America,"Washington, D.C."
10420,2005-05-29,36,57.73,2078.28,Australia,Souveniers And Things Co.,Classic Cars,Small,In Process,54,2,Oceania,Australia and New Zealand,Canberra
10110,2003-03-18,36,85.25,3069.0,United Kingdom,"AV Stores, Co.",Classic Cars,Medium,Shipped,55,67,Europe,Northern Europe,London
10124,2003-05-21,22,77.9,1713.8,United States,Signal Gift Stores,Classic Cars,Small,Shipped,55,87,Americas,North America,"Washington, D.C."
10148,2003-09-11,25,60.26,1506.5,Australia,"Anna's Decorations, Ltd",Classic Cars,Small,Shipped,55,12,Oceania,Australia and New Zealand,Canberra
10161,2003-10-17,37,72.76,2692.12,Denmark,Heintze Collectables,Classic Cars,Small,Shipped,55,20,Europe,Northern Europe,Copenhagen
10172,2003-11-05,32,75.69,2422.08,United States,Gift Depot Inc.,Classic Cars,Small,Shipped,55,5,Americas,North America,"Washington, D.C."
10182,2003-11-12,47,74.22,3488.34,United States,Mini Gifts Distributors Ltd.,Classic Cars,Medium,Shipped,55,37,Americas,North America,"Washington, D.C."
10192,2003-11-20,37,69.82,2583.34,United States,Online Diecast Creations Co.,Classic Cars,Small,Shipped,55,38,Americas,North America,"Washington, D.C."
10204,2003-12-02,20,62.47,1249.4,United States,Muscle Machine Inc,Classic Cars,Small,Shipped,55,94,Americas,North America,"Washington, D.C."
10212,2004-01-16,41,82.31,3374.71,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,55,9,Europe,Southern Europe,Madrid
10226,2004-02-26,21,60.26,1265.46,United States,Collectable Mini Designs Co.,Classic Cars,Small,Shipped,55,98,Americas,North America,"Washington, D.C."
10241,2004-04-13,22,76.43,1681.46,France,Mini Caravy,Classic Cars,Small,Shipped,55,53,Europe,Western Europe,Paris
10267,2004-07-07,40,80.1,3204.0,United States,Muscle Machine Inc,Classic Cars,Medium,Shipped,55,44,Americas,North America,"Washington, D.C."
10279,2004-08-09,32,74.96,2398.72,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,55,99,Europe,Southern Europe,Madrid
10288,2004-09-01,36,66.14,2381.04,Singapore,Handji Gifts& Co,Classic Cars,Small,Shipped,55,86,Asia,South-Eastern Asia,Singapore
10301,2003-10-05,27,72.02,1944.54,Norway,"Norway Gifts By Mail, Co.",Classic Cars,Small,Shipped,55,24,Europe,Northern Europe,Oslo
10311,2004-10-16,26,87.45,2273.7,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,55,81,Europe,Southern Europe,Madrid
10321,2004-11-04,30,70.55,2116.5,United States,FunGiftIdeas.com,Classic Cars,Small,Shipped,55,74,Americas,North America,"Washington, D.C."
10332,2004-11-17,23,56.84,1307.32,United Kingdom,"AV Stores, Co.",Classic Cars,Small,Shipped,55,30,Europe,Northern Europe,London
10344,2004-11-25,29,59.53,1726.37,France,Marseille Mini Autos,Classic Cars,Small,Shipped,55,59,Europe,Western Europe,Paris
10367,2005-01-12,21,60.37,1267.77,United States,Toys4GrownUps.com,Classic Cars,Small,Resolved,55,87,Americas,North America,"Washington, D.C."
10380,2005-02-16,34,100.0,3441.82,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,55,96,Europe,Southern Europe,Madrid
10407,2005-04-22,26,76.43,1987.18,United States,The Sharp Gifts Warehouse,Classic Cars,Small,On Hold,55,81,Americas,North America,"Washington, D.C."
10420,2005-05-29,60,64.67,3880.2,Australia,Souveniers And Things Co.,Classic Cars,Medium,In Process,55,81,Oceania,Australia and New Zealand,Canberra
10104,2003-01-31,35,55.49,1942.15,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,14,Europe,Southern Europe,Madrid
10115,2003-04-04,47,69.36,3259.92,United States,Classic Legends Inc.,Classic Cars,Medium,Shipped,56,9,Americas,North America,"Washington, D.C."
10127,2003-06-03,20,60.69,1213.8,United States,Muscle Machine Inc,Classic Cars,Small,Shipped,56,40,Americas,North America,"Washington, D.C."
10141,2003-08-01,20,54.33,1086.6,Finland,Suominen Souveniers,Classic Cars,Small,Shipped,56,66,Europe,Northern Europe,Helsinki
10152,2003-09-25,25,65.31,1632.75,Australia,"Australian Gift Network, Co",Classic Cars,Small,Shipped,56,25,Oceania,Australia and New Zealand,Canberra
10165,2003-10-22,25,69.36,1734.0,Singapore,"Dragon Souveniers, Ltd.",Classic Cars,Small,Shipped,56,73,Asia,South-Eastern Asia,Singapore
10176,2003-11-06,27,68.78,1857.06,Italy,L'ordine Souveniers,Classic Cars,Small,Shipped,56,22,Europe,Southern Europe,Rome
10184,2003-11-14,31,60.11,1863.41,Spain,"Iberia Gift Imports, Corp.",Classic Cars,Small,Shipped,56,4,Europe,Southern Europe,Madrid
10195,2003-11-25,44,66.47,2924.68,United States,Mini Classics,Classic Cars,Small,Shipped,56,26,Americas,North America,"Washington, D.C."
10207,2003-12-09,49,46.82,2294.18,United States,Diecast Collectables,Classic Cars,Small,Shipped,56,58,Americas,North America,"Washington, D.C."
10220,2004-02-12,26,56.07,1457.82,Ireland,"Clover Collections, Co.",Classic Cars,Small,Shipped,56,29,Europe,Northern Europe,Dublin
10230,2004-03-15,36,54.33,1955.88,Germany,"Blauer See Auto, Co.",Classic Cars,Small,Shipped,56,98,Europe,Western Europe,Berlin
10246,2004-05-05,44,52.6,2314.4,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,87,Europe,Southern Europe,Madrid
10259,2004-06-15,28,46.82,1310.96,Singapore,Handji Gifts& Co,Classic Cars,Small,Shipped,56,37,Asia,South-Eastern Asia,Singapore
10271,2004-07-20,45,64.74,2913.3,United States,Mini Gifts Distributors Ltd.,Classic Cars,Small,Shipped,56,75,Americas,North America,"Washington, D.C."
10282,2004-08-20,29,46.82,1357.78,United States,Mini Gifts Distributors Ltd.,Classic Cars,Small,Shipped,56,70,Americas,North America,"Washington, D.C."
10292,2004-09-08,40,53.75,2150.0,United States,Land of Toys Inc.,Classic Cars,Small,Shipped,56,18,Americas,North America,"Washington, D.C."
10305,2004-10-13,45,61.85,2783.25,United States,Marta's Replicas Co.,Classic Cars,Small,Shipped,56,85,Americas,North America,"Washington, D.C."
10314,2004-10-22,44,53.18,2339.92,Denmark,Heintze Collectables,Classic Cars,Small,Shipped,56,42,Europe,Northern Europe,Copenhagen
10324,2004-11-05,25,69.16,1729.0,United States,Vitachrome Inc.,Classic Cars,Small,Shipped,56,100,Americas,North America,"Washington, D.C."
10336,2004-11-20,45,100.0,5972.4,France,"La Corne D'abondance, Co.",Classic Cars,Medium,Shipped,56,41,Europe,Western Europe,Paris
10349,2004-12-01,48,47.4,2275.2,United States,Muscle Machine Inc,Classic Cars,Small,Shipped,56,38,Americas,North America,"Washington, D.C."
10358,2004-12-10,44,60.76,2673.44,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,34,Europe,Southern Europe,Madrid
10371,2005-01-23,25,97.27,2431.75,United States,Mini Gifts Distributors Ltd.,Classic Cars,Small,Shipped,56,17,Americas,North America,"Washington, D.C."
10383,2005-02-22,22,91.76,2018.72,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,37,Europe,Southern Europe,Madrid
10394,2005-03-15,31,50.29,1558.99,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,25,Europe,Southern Europe,Madrid
10412,2005-05-03,21,52.6,1104.6,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,56,76,Europe,Southern Europe,Madrid
10425,2005-05-31,55,46.82,2575.1,France,La Rochelle Gifts,Classic Cars,Small,In Process,56,87,Europe,Western Europe,Paris
10107,2003-02-24,25,100.0,2845.75,United States,Land of Toys Inc.,Motorcycles,Small,Shipped,57,86,Americas,North America,"Washington, D.C."
10120,2003-04-29,35,98.05,3431.75,Australia,"Australian Collectors, Co.",Motorcycles,Medium,Shipped,57,85,Oceania,Australia and New Zealand,Canberra
10134,2003-07-01,35,93.54,3273.9,France,Lyon Souveniers,Motorcycles,Medium,Shipped,57,27,Europe,Western Europe,Paris
10145,2003-08-25,43,95.8,4119.4,United States,Toys4GrownUps.com,Motorcycles,Medium,Shipped,57,57,Americas,North America,"Washington, D.C."
10159,2003-10-10,44,100.0,5355.68,United States,Corporate Gift Ideas Co.,Motorcycles,Medium,Shipped,57,31,Americas,North America,"Washington, D.C."
10168,2003-10-28,50,100.0,5747.5,United States,Technics Stores Inc.,Motorcycles,Medium,Shipped,57,6,Americas,North America,"Washington, D.C."
10180,2003-11-11,48,100.0,5355.36,France,Daedalus Designs Imports,Motorcycles,Medium,Shipped,57,91,Europe,Western Europe,Paris
10188,2003-11-18,25,100.0,2535.75,Norway,Herkku Gifts,Motorcycles,Small,Shipped,57,40,Europe,Northern Europe,Oslo
10201,2003-12-01,39,100.0,4351.23,United States,Mini Wheels Co.,Motorcycles,Medium,Shipped,57,98,Americas,North America,"Washington, D.C."
10211,2004-01-15,25,90.16,2254.0,France,Auto Canal Petit,Motorcycles,Small,Shipped,57,12,Europe,Western Europe,Paris
10223,2004-02-20,32,91.29,2921.28,Australia,"Australian Collectors, Co.",Motorcycles,Small,Shipped,57,53,Oceania,Australia and New Zealand,Canberra
10237,2004-04-05,20,100.0,2299.0,United States,Vitachrome Inc.,Motorcycles,Small,Shipped,57,71,Americas,North America,"Washington, D.C."
10251,2004-05-18,26,100.0,2637.18,United States,Tekni Collectables Inc.,Motorcycles,Small,Shipped,57,10,Americas,North America,"Washington, D.C."
10263,2004-06-28,42,100.0,4307.52,United States,Gift Depot Inc.,Motorcycles,Medium,Shipped,57,45,Americas,North America,"Washington, D.C."
10275,2004-07-23,21,100.0,2153.76,France,La Rochelle Gifts,Motorcycles,Small,Shipped,57,17,Europe,Western Europe,Paris
10285,2004-08-27,34,100.0,3716.88,United States,Marta's Replicas Co.,Motorcycles,Medium,Shipped,57,26,Americas,North America,"Washington, D.C."
10299,2004-09-30,47,100.0,5455.76,Finland,"Toys of Finland, Co.",Motorcycles,Medium,Shipped,57,85,Europe,Northern Europe,Helsinki
10309,2004-10-15,21,100.0,2650.62,Norway,Baane Mini Imports,Motorcycles,Small,Shipped,57,92,Europe,Northern Europe,Oslo
10318,2004-11-02,48,100.0,6437.28,United States,Diecast Classics Inc.,Motorcycles,Medium,Shipped,57,62,Americas,North America,"Washington, D.C."
10329,2004-11-15,30,87.78,2633.4,United States,Land of Toys Inc.,Motorcycles,Small,Shipped,57,46,Americas,North America,"Washington, D.C."
10339,2004-11-23,27,84.39,2278.53,Japan,"Tokyo Collectables, Ltd",Motorcycles,Small,Shipped,57,64,Asia,Eastern Asia,Tokyo
10362,2005-01-05,50,96.92,4846.0,United States,Technics Stores Inc.,Motorcycles,Medium,Shipped,57,2,Americas,North America,"Washington, D.C."
10374,2005-02-02,38,100.0,4197.1,Australia,"Australian Gift Network, Co",Motorcycles,Medium,Shipped,57,54,Oceania,Australia and New Zealand,Canberra
10389,2005-03-03,45,100.0,4597.65,Sweden,Scandinavian Gift Ideas,Motorcycles,Medium,Shipped,57,65,Europe,Northern Europe,Stockholm
10403,2005-04-08,46,100.0,5287.7,United Kingdom,"UK Collectables, Ltd.",Motorcycles,Medium,Shipped,57,51,Europe,Northern Europe,London
10417,2005-05-13,35,100.0,3550.05,Spain,Euro Shopping Channel,Motorcycles,Medium,Disputed,57,53,Europe,Southern Europe,Madrid
10110,2003-03-18,29,59.37,1721.73,United Kingdom,"AV Stores, Co.",Classic Cars,Small,Shipped,58,36,Europe,Northern Europe,London
10123,2003-05-20,50,59.87,2993.5,France,Atelier graphique,Classic Cars,Small,Shipped,58,26,Europe,Western Europe,Paris
10137,2003-07-10,26,49.81,1295.06,France,Reims Collectables,Classic Cars,Small,Shipped,58,29,Europe,Western Europe,Paris
10148,2003-09-11,47,56.85,2671.95,Australia,"Anna's Decorations, Ltd",Classic Cars,Small,Shipped,58,21,Oceania,Australia and New Zealand,Canberra
10161,2003-10-17,23,53.33,1226.59,Denmark,Heintze Collectables,Classic Cars,Small,Shipped,58,11,Europe,Northern Europe,Copenhagen
10172,2003-11-05,34,42.76,1453.84,United States,Gift Depot Inc.,Classic Cars,Small,Shipped,58,40,Americas,North America,"Washington, D.C."
10181,2003-11-12,34,53.83,1830.22,Norway,Herkku Gifts,Classic Cars,Small,Shipped,58,11,Europe,Northern Europe,Oslo
10192,2003-11-20,47,53.83,2530.01,United States,Online Diecast Creations Co.,Classic Cars,Small,Shipped,58,36,Americas,North America,"Washington, D.C."
10204,2003-12-02,45,49.81,2241.45,United States,Muscle Machine Inc,Classic Cars,Small,Shipped,58,59,Americas,North America,"Washington, D.C."
10212,2004-01-16,45,53.33,2399.85,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,58,39,Europe,Southern Europe,Madrid
10226,2004-02-26,36,43.27,1557.72,United States,Collectable Mini Designs Co.,Classic Cars,Small,Shipped,58,99,Americas,North America,"Washington, D.C."
10241,2004-04-13,21,40.25,845.25,France,Mini Caravy,Classic Cars,Small,Shipped,58,54,Europe,Western Europe,Paris
10266,2004-07-06,28,48.3,1352.4,Italy,L'ordine Souveniers,Classic Cars,Small,Shipped,58,98,Europe,Southern Europe,Rome
10278,2004-08-06,35,45.28,1584.8,United States,Signal Gift Stores,Classic Cars,Small,Shipped,58,55,Americas,North America,"Washington, D.C."
10288,2004-09-01,50,52.32,2616.0,Singapore,Handji Gifts& Co,Classic Cars,Small,Shipped,58,24,Asia,South-Eastern Asia,Singapore
10301,2003-10-05,22,51.32,1129.04,Norway,"Norway Gifts By Mail, Co.",Classic Cars,Small,Shipped,58,22,Europe,Northern Europe,Oslo
10311,2004-10-16,45,49.3,2218.5,Spain,Euro Shopping Channel,Classic Cars,Small,Shipped,58,69,Europe,Southern Europe,Madrid
10321,2004-11-04,48,42.26,2028.48,United States,FunGiftIdeas.com,Classic Cars,Small,Shipped,58,56,Americas,North America,"Washington, D.C."
10332,2004-11-17,20,87.96,1759.2,United Kingdom,"AV Stores, Co.",Classic Cars,Small,Shipped,58,33,Europe,Northern Europe,London
10343,2004-11-24,27,36.21,977.67,France,Reims Collectables,Classic Cars,Small,Shipped,58,36,Europe,Western Europe,Paris
10367,2005-01-12,38,38.5,1463.0,United States,Toys4GrownUps.com,Classic Cars,Small,Resolved,58,20,Americas,North America,"Washington, D.C."
10379,2005-02-10,32,100.0,3970.56,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,58,83,Europe,Southern Europe,Madrid
10407,2005-04-22,64,40.25,2576.0,United States,The Sharp Gifts Warehouse,Classic Cars,Small,On Hold,58,99,Americas,North America,"Washington, D.C."
10420,2005-05-29,37,60.37,2233.69,Australia,Souveniers And Things Co.,Classic Cars,Small,In Process,58,81,Oceania,Australia and New Zealand,Canberra
10106,2003-02-17,28,88.63,2481.64,Italy,Rovelli Gifts,Planes,Small,Shipped,59,62,Europe,Southern Europe,Rome
10120,2003-04-29,39,100.0,4651.53,Australia,"Australian Collectors, Co.",Planes,Medium,Shipped,59,98,Oceania,Australia and New Zealand,Canberra
10133,2003-06-27,41,94.1,3858.1,Spain,Euro Shopping Channel,Planes,Medium,Shipped,59,73,Europe,Southern Europe,Madrid
10145,2003-08-25,40,87.54,3501.6,United States,Toys4GrownUps.com,Planes,Medium,Shipped,59,26,Americas,North America,"Washington, D.C."
10168,2003-10-28,49,100.0,6433.7,United States,Technics Stores Inc.,Planes,Medium,Shipped,59,66,Americas,North America,"Washington, D.C."
10210,2004-01-12,27,98.48,2658.96,Japan,Osaka Souveniers Co.,Planes,Small,Shipped,59,73,Asia,Eastern Asia,Tokyo
10223,2004-02-20,34,100.0,3608.76,Australia,"Australian Collectors, Co.",Planes,Medium,Shipped,59,73,Oceania,Australia and New Zealand,Canberra
10235,2004-04-02,23,96.29,2214.67,Canada,"Royal Canadian Collectables, Ltd.",Planes,Small,Shipped,59,40,Americas,North America,Ottawa
10250,2004-05-11,31,88.63,2747.53,United States,The Sharp Gifts Warehouse,Planes,Small,Shipped,59,17,Americas,North America,"Washington, D.C."
10262,2004-06-24,34,97.38,3310.92,Spain,Euro Shopping Channel,Planes,Medium,Cancelled,59,1,Europe,Southern Europe,Madrid
10275,2004-07-23,25,95.2,2380.0,France,La Rochelle Gifts,Planes,Small,Shipped,59,89,Europe,Western Europe,Paris
10284,2004-08-21,22,100.0,2310.88,Norway,"Norway Gifts By Mail, Co.",Planes,Small,Shipped,59,61,Europe,Northern Europe,Oslo
10297,2004-09-16,32,100.0,4061.76,Ireland,"Clover Collections, Co.",Planes,Medium,Shipped,59,43,Europe,Northern Europe,Dublin
10308,2004-10-15,31,100.0,3493.7,United States,Mini Classics,Planes,Medium,Shipped,59,42,Americas,North America,"Washington, D.C."
10316,2004-11-01,25,100.0,2872.25,United Kingdom,giftsbymail.co.uk,Planes,Small,Shipped,59,25,Europe,Northern Europe,London
10328,2004-11-12,47,87.54,4114.38,Italy,Rovelli Gifts,Planes,Medium,Shipped,59,39,Europe,Southern Europe,Rome
10339,2004-11-23,21,50.65,1063.65,Japan,"Tokyo Collectables, Ltd",Planes,Small,Shipped,59,35,Asia,Eastern Asia,Tokyo
10353,2004-12-04,28,71.73,2008.44,United States,Gift Ideas Corp.,Planes,Small,Shipped,59,3,Americas,North America,"Washington, D.C."
10374,2005-02-02,46,94.1,4328.6,Australia,"Australian Gift Network, Co",Planes,Medium,Shipped,59,44,Oceania,Australia and New Zealand,Canberra
10386,2005-03-01,33,41.71,1376.43,Spain,Euro Shopping Channel,Planes,Small,Resolved,59,51,Europe,Southern Europe,Madrid
10398,2005-03-30,43,100.0,5552.16,France,Reims Collectables,Planes,Medium,Shipped,59,94,Europe,Western Europe,Paris
10401,2005-04-03,38,96.29,3659.02,United States,Tekni Collectables Inc.,Planes,Medium,On Hold,59,98,Americas,North America,"Washington, D.C."
10416,2005-05-10,47,88.63,4165.61,Italy,L'ordine Souveniers,Planes,Medium,Shipped,59,12,Europe,Southern Europe,Rome
10101,2003-01-09,45,31.2,1404.0,Germany,"Blauer See Auto, Co.",Vintage Cars,Small,Shipped,60,19,Europe,Western Europe,Berlin
10110,2003-03-18,20,35.51,710.2,United Kingdom,"AV Stores, Co.",Vintage Cars,Small,Shipped,60,44,Europe,Northern Europe,London
10124,2003-05-21,45,37.84,1702.8,United States,Signal Gift Stores,Vintage Cars,Small,Shipped,60,59,Americas,North America,"Washington, D.C."
10149,2003-09-12,36,33.19,1194.84,United States,Signal Collectibles Ltd.,Vintage Cars,Small,Shipped,60,49,Americas,North America,"Washington, D.C."
10162,2003-10-18,37,27.22,1007.14,United States,Corporate Gift Ideas Co.,Vintage Cars,Small,Shipped,60,61,Americas,North America,"Washington, D.C."
10173,2003-11-05,31,31.53,977.43,Italy,Rovelli Gifts,Vintage Cars,Small,Shipped,60,17,Europe,Southern Europe,Rome
10182,2003-11-12,39,36.84,1436.76,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Small,Shipped,60,74,Americas,North America,"Washington, D.C."
10193,2003-11-21,26,29.21,759.46,Australia,"Australian Collectables, Ltd",Vintage Cars,Small,Shipped,60,57,Oceania,Australia and New Zealand,Canberra
10205,2003-12-03,32,37.17,1189.44,Spain,Euro Shopping Channel,Vintage Cars,Small,Shipped,60,55,Europe,Southern Europe,Madrid
10214,2004-01-26,20,34.19,683.8,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Small,Shipped,60,47,Europe,Southern Europe,Madrid
10227,2004-03-02,42,29.21,1226.82,France,"Saveley & Henriot, Co.",Vintage Cars,Small,Shipped,60,12,Europe,Western Europe,Paris
10243,2004-04-26,33,29.54,974.82,United States,Diecast Collectables,Vintage Cars,Small,Shipped,60,62,Americas,North America,"Washington, D.C."
10280,2004-08-17,20,28.88,577.6,Italy,Amica Models & Co.,Vintage Cars,Small,Shipped,60,80,Europe,Southern Europe,Rome
10288,2004-09-01,29,38.17,1106.93,Singapore,Handji Gifts& Co,Vintage Cars,Small,Shipped,60,88,Asia,South-Eastern Asia,Singapore
10304,2004-10-11,23,30.2,694.6,France,Auto Assoc. & Cie.,Vintage Cars,Small,Shipped,60,83,Europe,Western Europe,Paris
10312,2004-10-21,39,29.54,1152.06,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Small,Shipped,60,8,Americas,North America,"Washington, D.C."
